accuracy,auc,logloss,brier,majority_class,majority_rate,fold
0.5153050881816339,0.5,0.6930232429711881,0.249938031583115,CT_win,0.5021796431467964,1
0.5141930251419302,0.5,0.6930197027302374,0.2499362615743917,CT_win,0.5024583101018805,2
0.4951338199513382,0.5,0.6933921320691094,0.2501224654200802,CT_win,0.5072228698869684,3
0.5044606650446066,0.5,0.6931077558531905,0.24998028789384424,CT_win,0.5048912768006488,4
0.4949310624493106,0.5,0.6934004882339208,0.25012664303626747,CT_win,0.5072735566931927,5
