cluster,kills_per_round,deaths_per_round,adr,first_kill_rate,survival_rate_ratio,multi_kill_rate,headshot_rate,smokes_per_round,flashes_per_round,utility_damage_per_round,flash_assists_per_round,clutch_success_rate,win_rate
0,0.4271407411978879,0.7816089507957527,53.794529353212944,0.059211130305949815,0.2248970670316027,0.07507416479573222,0.5465124515481565,1.2876834799363883,1.0176848296279528,3.3050695369635563,0.01825096997073732,0.023401053423626784,0.13243039879608728
1,0.5817353190645049,0.5344872434731627,62.68337263129319,0.0726152708456671,0.48469732682625866,0.12468146813600393,0.43678782365695956,1.256430515296865,1.0500272854324968,3.6848718936174927,0.030348915031960015,0.02451190084457607,0.623395853899309
2,1.0011946083401124,0.5259919979540187,103.25401768788628,0.16737985563769936,0.48858558765142146,0.2901448977375022,0.49903500120210137,1.326303979172624,1.1747852393321248,5.891906285766163,0.030937103937012638,0.05652701748190005,0.80778739184178
3,0.735698750474896,0.5998542909290197,76.85411592891566,0.09030200422272841,0.40484136706987955,0.18530542756637633,0.5133349103373493,1.4063005527431436,1.1875628041573136,5.111213713295698,0.03661698922197061,0.8399799196787148,0.6771084337349398
4,0.5832968654250915,0.6487427559765178,66.99852737336955,0.08005697281834215,0.356263763951087,0.12744608449857528,0.47448788057336955,1.7298973540399152,1.6320517208596057,7.08007541965368,0.08157025994992159,0.027282608695652175,0.47445652173913044
5,0.7303347187013405,0.7162531564967228,81.23681251844332,0.12618178717415707,0.2879582089482233,0.18338155419750585,0.5459433081428088,1.2797181754029288,1.0383004938944047,4.768931444589263,0.015548548799495857,0.02219482716944646,0.3648054145516074
