match_id,round_num,player_id,player_name,team,kills,deaths,assists,damage,headshots,survived,equipment_value,cash_spent,money_start,money_end,won_round
fbafdfa1b8c597d2,8,76561197973140692,mezii,t,1,1,1,125,1,false,4693,39600400,9650,6250,false
fbafdfa1b8c597d2,8,76561197983956651,Magisk,ct,1,0,0,78,1,true,4073,35734050,4400,3550,true
fbafdfa1b8c597d2,9,76561198074762801,m0NESY,ct,1,0,0,100,1,true,5410,25419000,3350,2850,false
fbafdfa1b8c597d2,9,76561197989744167,apEX,t,0,1,2,25,0,false,4785,45068600,9200,7900,true
fbafdfa1b8c597d2,9,76561197991272318,ropz,t,0,0,0,0,0,true,4320,46683900,10350,9250,true
fbafdfa1b8c597d2,9,76561198041683378,NiKo,ct,1,1,0,100,1,false,4534,30385000,3300,2300,false
fbafdfa1b8c597d2,9,76561197973140692,mezii,t,1,0,0,100,1,true,4646,44485700,6250,5250,true
fbafdfa1b8c597d2,9,76561197978835160,flameZ,t,1,0,1,172,1,true,4619,45418000,5450,4350,true
fbafdfa1b8c597d2,9,76561198057282432,kyxsan,ct,0,1,0,0,0,false,5509,24869300,3600,2800,false
fbafdfa1b8c597d2,9,76561198113666193,ZywOo,t,1,1,0,29,1,false,4323,48776200,9550,7950,true
fbafdfa1b8c597d2,9,76561197996678278,TeSeS,ct,0,1,0,0,0,false,5404,37013900,4250,2250,false
fbafdfa1b8c597d2,9,76561197983956651,Magisk,ct,0,0,0,0,0,true,5148,12273200,3550,4150,false
fbafdfa1b8c597d2,10,76561198041683378,NiKo,ct,0,1,0,0,0,false,349,726800,2300,4500,false
fbafdfa1b8c597d2,10,76561197996678278,TeSeS,ct,0,1,0,14,0,false,200,0,2250,4650,false
fbafdfa1b8c597d2,10,76561198113666193,ZywOo,t,1,0,0,100,0,true,5054,23579800,7950,6600,true
fbafdfa1b8c597d2,10,76561197991272318,ropz,t,0,1,1,54,0,false,5081,5736900,9250,11300,true
fbafdfa1b8c597d2,10,76561198057282432,kyxsan,ct,0,1,0,0,0,false,501,2201700,2800,4600,false
fbafdfa1b8c597d2,10,76561197973140692,mezii,t,2,0,0,200,0,true,4890,5152000,5250,8200,true
fbafdfa1b8c597d2,10,76561197978835160,flameZ,t,1,0,1,100,0,true,4966,5181300,4350,6800,true
fbafdfa1b8c597d2,10,76561197983956651,Magisk,ct,1,1,0,152,1,false,4400,0,4150,6850,false
fbafdfa1b8c597d2,10,76561198074762801,m0NESY,ct,0,1,0,0,0,false,4559,1262100,2850,4950,false
fbafdfa1b8c597d2,10,76561197989744167,apEX,t,1,0,0,46,0,true,4636,22481600,7900,6650,true
fbafdfa1b8c597d2,11,76561197996678278,TeSeS,ct,0,1,0,0,0,false,4832,34414650,4650,3250,true
fbafdfa1b8c597d2,11,76561198113666193,ZywOo,t,2,1,0,122,0,false,6982,7401000,6600,7200,false
fbafdfa1b8c597d2,11,76561197978835160,flameZ,t,0,1,0,0,0,false,5095,8881200,6800,7000,false
fbafdfa1b8c597d2,11,76561197991272318,ropz,t,0,1,1,80,0,false,5081,49956750,11300,5950,false
fbafdfa1b8c597d2,11,76561197983956651,Magisk,ct,0,0,0,0,0,true,5181,50696850,6850,3250,true
fbafdfa1b8c597d2,11,76561198041683378,NiKo,ct,2,0,1,132,1,true,4107,32194350,4500,4000,true
fbafdfa1b8c597d2,11,76561198057282432,kyxsan,ct,2,1,1,268,1,false,4526,30609300,4600,3900,true
fbafdfa1b8c597d2,11,76561197989744167,apEX,t,0,1,0,0,0,false,4814,2960400,6650,7650,false
fbafdfa1b8c597d2,11,76561198074762801,m0NESY,ct,1,0,0,100,0,true,6924,36264900,4950,3400,true
fbafdfa1b8c597d2,11,76561197973140692,mezii,t,0,1,0,0,0,false,5098,5180700,8200,8900,false
fbafdfa1b8c597d2,12,76561197978835160,flameZ,t,1,1,0,110,0,false,4887,42907700,7000,5350,true
fbafdfa1b8c597d2,12,76561197989744167,apEX,t,0,1,0,0,0,false,5170,44595800,7650,5600,true
fbafdfa1b8c597d2,12,76561197973140692,mezii,t,0,1,0,0,0,false,4938,41068500,8900,7350,true
fbafdfa1b8c597d2,12,76561197991272318,ropz,t,4,0,0,342,0,true,4908,42397200,5950,5300,true
fbafdfa1b8c597d2,12,76561198041683378,NiKo,ct,1,1,0,24,1,false,5464,32737250,4000,2250,false
fbafdfa1b8c597d2,12,76561197983956651,Magisk,ct,1,1,0,77,1,false,6109,24278700,3250,2350,false
fbafdfa1b8c597d2,12,76561197996678278,TeSeS,ct,1,1,0,123,0,false,5440,23273100,3250,2550,false
fbafdfa1b8c597d2,12,76561198074762801,m0NESY,ct,0,1,1,85,0,false,7036,27932900,3400,1900,false
fbafdfa1b8c597d2,12,76561198113666193,ZywOo,t,0,0,2,48,0,true,6687,58187700,7200,3500,true
fbafdfa1b8c597d2,12,76561198057282432,kyxsan,ct,0,1,0,74,0,false,5536,31157600,3900,1900,false
fbafdfa1b8c597d2,13,76561198041683378,NiKo,t,2,1,0,193,2,false,850,4865900,150,4000,true
fbafdfa1b8c597d2,13,76561197991272318,ropz,ct,1,1,0,100,1,false,850,4865900,150,2350,false
fbafdfa1b8c597d2,13,76561197983956651,Magisk,t,1,1,0,97,0,false,766,5240200,100,3650,true
fbafdfa1b8c597d2,13,76561197973140692,mezii,ct,1,1,0,100,1,false,850,4865900,150,2350,false
fbafdfa1b8c597d2,13,76561198074762801,m0NESY,t,0,1,0,10,0,false,1250,4865900,150,3400,true
fbafdfa1b8c597d2,13,76561198113666193,ZywOo,ct,0,1,0,0,0,false,1150,4865900,150,2050,false
fbafdfa1b8c597d2,13,76561197978835160,flameZ,ct,1,1,0,100,1,false,850,4865900,150,2350,false
fbafdfa1b8c597d2,13,76561197989744167,apEX,ct,1,1,0,100,1,false,900,5240200,100,2300,false
fbafdfa1b8c597d2,13,76561197996678278,TeSeS,t,0,1,0,0,0,false,850,4865900,150,3700,true
fbafdfa1b8c597d2,13,76561198057282432,kyxsan,t,2,0,0,200,2,true,869,5240200,100,3950,true
fbafdfa1b8c597d2,14,76561197991272318,ropz,ct,0,1,0,24,0,false,1884,5458250,2350,3350,true
fbafdfa1b8c597d2,14,76561198074762801,m0NESY,t,2,1,0,177,1,false,3106,8873100,3400,2100,false
fbafdfa1b8c597d2,14,76561197983956651,Magisk,t,0,1,0,22,0,false,3275,10309000,3650,1550,false
fbafdfa1b8c597d2,14,76561198041683378,NiKo,t,0,1,0,0,0,false,4151,11821300,4000,1400,false
fbafdfa1b8c597d2,14,76561197973140692,mezii,ct,2,0,0,90,0,true,1644,4676400,2350,3900,true
fbafdfa1b8c597d2,14,76561197989744167,apEX,ct,1,0,2,134,1,true,1761,5025200,2300,3550,true
fbafdfa1b8c597d2,14,76561197996678278,TeSeS,t,1,1,0,34,0,false,3481,11079200,3700,1700,false
fbafdfa1b8c597d2,14,76561198057282432,kyxsan,t,0,1,1,163,0,false,2859,8722500,3950,2400,false
fbafdfa1b8c597d2,14,76561198113666193,ZywOo,ct,1,1,1,113,1,false,1592,4514600,2050,4000,true
fbafdfa1b8c597d2,14,76561197978835160,flameZ,ct,1,1,1,139,1,false,1607,4553050,2350,3950,true
fbafdfa1b8c597d2,15,76561197973140692,mezii,ct,1,0,1,148,0,true,3371,30307600,3900,3550,true
fbafdfa1b8c597d2,15,76561197989744167,apEX,ct,1,1,0,100,1,false,4998,17463000,3550,4800,true
fbafdfa1b8c597d2,15,76561198057282432,kyxsan,t,0,1,0,0,0,false,1188,18133200,2400,2000,false
fbafdfa1b8c597d2,15,76561198113666193,ZywOo,ct,0,0,1,69,0,true,5401,21207000,4000,4550,true
fbafdfa1b8c597d2,15,76561197991272318,ropz,ct,1,1,0,122,1,false,3438,26945150,3350,3850,true
fbafdfa1b8c597d2,15,76561197978835160,flameZ,ct,2,0,1,61,0,true,3797,30220300,3950,4150,true
fbafdfa1b8c597d2,15,76561197983956651,Magisk,t,0,1,0,87,0,false,2490,11033300,1550,1900,false
fbafdfa1b8c597d2,15,76561198041683378,NiKo,t,0,1,0,0,0,false,2589,10712400,1400,1950,false
fbafdfa1b8c597d2,15,76561197996678278,TeSeS,t,2,1,0,200,2,false,1568,12908700,1700,2500,false
fbafdfa1b8c597d2,15,76561198074762801,m0NESY,t,0,1,0,0,0,false,3035,15316100,2100,2000,false
fbafdfa1b8c597d2,16,76561198074762801,m0NESY,t,0,1,0,24,0,false,200,0,2000,4400,false
fbafdfa1b8c597d2,16,76561197991272318,ropz,ct,2,0,0,156,0,true,4579,12918000,3850,5400,true
fbafdfa1b8c597d2,16,76561197989744167,apEX,ct,0,0,0,0,0,true,4709,13128500,4800,5750,true
fbafdfa1b8c597d2,16,76561198041683378,NiKo,t,0,1,0,60,0,false,200,0,1950,4350,false
fbafdfa1b8c597d2,16,76561197996678278,TeSeS,t,0,1,0,14,0,false,200,0,2500,4900,false
fbafdfa1b8c597d2,16,76561197983956651,Magisk,t,0,1,1,60,0,false,200,0,1900,4300,false
fbafdfa1b8c597d2,16,76561198113666193,ZywOo,ct,0,0,0,0,0,true,5791,8281200,4550,6500,true
fbafdfa1b8c597d2,16,76561198057282432,kyxsan,t,1,1,0,16,0,false,399,0,2000,4700,false
fbafdfa1b8c597d2,16,76561197973140692,mezii,ct,1,0,0,14,0,true,5325,19571400,3550,3700,true
fbafdfa1b8c597d2,16,76561197978835160,flameZ,ct,2,1,2,330,1,false,4514,22828100,4150,4700,true
fbafdfa1b8c597d2,17,76561197973140692,mezii,ct,2,0,0,200,0,true,5344,936400,3700,7350,true
fbafdfa1b8c597d2,17,76561197996678278,TeSeS,t,0,1,0,0,0,false,4952,29584600,4900,3000,false
fbafdfa1b8c597d2,17,76561198074762801,m0NESY,t,1,1,0,38,1,false,4048,24100500,4400,3200,false
fbafdfa1b8c597d2,17,76561197983956651,Magisk,t,0,1,0,0,0,false,4293,25483000,4300,2900,false
fbafdfa1b8c597d2,17,76561198113666193,ZywOo,ct,0,0,0,0,0,true,7604,30722500,6500,4700,true
fbafdfa1b8c597d2,17,76561198057282432,kyxsan,t,0,1,0,59,0,false,4161,26245300,4700,3000,false
fbafdfa1b8c597d2,17,76561197989744167,apEX,ct,0,0,0,0,0,true,5200,0,5750,9000,true
fbafdfa1b8c597d2,17,76561197991272318,ropz,ct,0,0,0,0,0,true,5044,4782100,5400,7850,true
fbafdfa1b8c597d2,17,76561197978835160,flameZ,ct,3,1,0,300,0,false,4923,11702900,4700,6900,true
fbafdfa1b8c597d2,17,76561198041683378,NiKo,t,0,1,1,54,0,false,4328,25702000,4350,3050,false
fbafdfa1b8c597d2,18,76561197973140692,mezii,ct,1,0,0,100,0,true,5518,4209000,7350,9900,true
fbafdfa1b8c597d2,18,76561197996678278,TeSeS,t,0,1,0,8,0,false,2008,6238700,3000,4750,false
fbafdfa1b8c597d2,18,76561197989744167,apEX,ct,1,1,0,90,0,false,5148,4291200,9000,11550,true
fbafdfa1b8c597d2,18,76561197983956651,Magisk,t,1,1,0,26,1,false,2636,6851700,2900,4800,false
fbafdfa1b8c597d2,18,76561197978835160,flameZ,ct,1,0,0,100,0,true,4999,21969100,6900,4850,true
fbafdfa1b8c597d2,18,76561198057282432,kyxsan,t,1,1,1,174,1,false,1568,6976900,3000,4900,false
fbafdfa1b8c597d2,18,76561198041683378,NiKo,t,0,1,0,0,0,false,2917,11241600,3050,3650,false
fbafdfa1b8c597d2,18,76561197991272318,ropz,ct,1,0,0,110,1,true,5291,3355000,7850,10600,true
fbafdfa1b8c597d2,18,76561198113666193,ZywOo,ct,1,1,0,100,0,false,6669,6201900,4700,6650,true
fbafdfa1b8c597d2,18,76561198074762801,m0NESY,t,0,1,1,37,0,false,1824,8151700,3200,4550,false
fbafdfa1b8c597d2,19,76561197973140692,mezii,ct,0,0,0,0,0,true,5858,9422800,9900,8600,true
fbafdfa1b8c597d2,19,76561197991272318,ropz,ct,1,0,0,100,0,true,7175,38203700,10600,5150,true
fbafdfa1b8c597d2,19,76561197996678278,TeSeS,t,0,1,0,62,0,false,4705,34113900,4750,150,false
fbafdfa1b8c597d2,19,76561198057282432,kyxsan,t,0,1,0,51,0,false,3720,35860400,4900,0,false
fbafdfa1b8c597d2,19,76561197978835160,flameZ,ct,1,0,0,68,0,true,5693,7408800,4850,3850,true
fbafdfa1b8c597d2,19,76561198113666193,ZywOo,ct,1,0,0,100,0,true,7312,22301800,6650,3750,true
fbafdfa1b8c597d2,19,76561197989744167,apEX,ct,2,0,1,232,1,true,4582,33188800,11550,7300,true
fbafdfa1b8c597d2,19,76561197983956651,Magisk,t,0,1,0,26,0,false,4671,34908400,4800,100,false
fbafdfa1b8c597d2,19,76561198041683378,NiKo,t,0,1,0,52,0,false,4437,26037200,3650,150,false
fbafdfa1b8c597d2,19,76561198074762801,m0NESY,t,0,1,0,0,0,true,4229,31076600,4550,150,false
8b1a8dc1eb923279,1,76561198316706174,Tauson,t,2,1,1,200,2,false,840,4110600,800,3250,false
8b1a8dc1eb923279,1,76561197983956651,Magisk,ct,0,1,1,39,0,false,840,4116450,800,3650,true
8b1a8dc1eb923279,1,76561198310561479,PR,t,0,1,0,0,0,false,890,4436600,800,2600,false
8b1a8dc1eb923279,1,76561198074762801,m0NESY,ct,2,0,0,200,2,true,938,4128150,800,4550,true
8b1a8dc1eb923279,1,76561198041683378,NiKo,ct,3,0,0,237,3,true,857,4128800,800,4550,true
8b1a8dc1eb923279,1,76561197996678278,TeSeS,ct,0,1,0,0,0,false,1021,4071600,800,3650,true
8b1a8dc1eb923279,1,76561198057282432,kyxsan,ct,0,1,0,24,0,false,680,4959800,800,3500,true
8b1a8dc1eb923279,1,76561199009468655,ztr,t,0,1,0,0,0,false,845,4148500,800,2600,false
8b1a8dc1eb923279,1,76561198034172415,REZ,t,1,1,1,76,0,false,823,4004000,800,2950,false
8b1a8dc1eb923279,1,76561198098071693,sl3nd,t,0,1,0,48,0,false,1185,4094350,800,2950,false
8b1a8dc1eb923279,2,76561198098071693,sl3nd,t,1,1,0,100,1,false,636,3933300,2950,4950,false
8b1a8dc1eb923279,2,76561197983956651,Magisk,ct,0,0,0,0,0,true,3545,21515350,3650,3350,true
8b1a8dc1eb923279,2,76561199009468655,ztr,t,0,1,0,0,0,false,448,1601100,2600,4700,false
8b1a8dc1eb923279,2,76561198316706174,Tauson,t,0,1,0,9,0,false,676,16235100,3250,2950,false
8b1a8dc1eb923279,2,76561197996678278,TeSeS,ct,0,1,0,0,0,false,3356,20301650,3650,3350,true
8b1a8dc1eb923279,2,76561198034172415,REZ,t,0,1,0,85,0,false,3578,5801000,2950,4350,false
8b1a8dc1eb923279,2,76561198310561479,PR,t,0,1,0,0,0,false,603,3637900,2600,4300,false
8b1a8dc1eb923279,2,76561198041683378,NiKo,ct,4,0,1,461,1,true,4770,28048300,4550,4450,true
8b1a8dc1eb923279,2,76561198057282432,kyxsan,ct,1,0,0,39,0,true,3489,20065050,3500,4000,true
8b1a8dc1eb923279,2,76561198074762801,m0NESY,ct,0,0,0,0,0,true,4708,28293100,4550,3300,true
8b1a8dc1eb923279,3,76561197996678278,TeSeS,ct,1,1,0,118,1,false,4843,15202150,3350,4950,true
8b1a8dc1eb923279,3,76561197983956651,Magisk,ct,0,0,0,0,0,true,5356,13188200,3350,4900,true
8b1a8dc1eb923279,3,76561198310561479,PR,t,0,1,0,0,0,false,4371,34238200,4300,3000,false
8b1a8dc1eb923279,3,76561199009468655,ztr,t,0,1,0,0,0,false,3260,36481500,4700,3000,false
8b1a8dc1eb923279,3,76561198057282432,kyxsan,ct,3,0,0,200,2,true,5100,30445000,4000,4150,true
8b1a8dc1eb923279,3,76561198316706174,Tauson,t,1,1,0,100,1,false,4218,22054000,2950,3250,false
8b1a8dc1eb923279,3,76561198074762801,m0NESY,ct,0,1,1,82,0,false,5820,10833900,3300,5150,true
8b1a8dc1eb923279,3,76561198041683378,NiKo,ct,1,1,0,100,1,false,4854,11504400,4450,6500,true
8b1a8dc1eb923279,3,76561198098071693,sl3nd,t,1,1,0,66,1,false,4756,38942200,4950,3350,false
8b1a8dc1eb923279,3,76561198034172415,REZ,t,1,1,1,134,1,false,4060,32864700,4350,3350,false
8b1a8dc1eb923279,4,76561197983956651,Magisk,ct,3,0,0,291,3,true,5412,2633200,4900,8250,true
8b1a8dc1eb923279,4,76561198098071693,sl3nd,t,0,1,0,0,0,false,1302,3573750,3350,5600,false
8b1a8dc1eb923279,4,76561198034172415,REZ,t,0,1,0,0,0,false,1600,5397950,3350,4900,false
8b1a8dc1eb923279,4,76561199009468655,ztr,t,0,1,0,0,0,false,1206,4087500,3000,4950,false
8b1a8dc1eb923279,4,76561198057282432,kyxsan,ct,0,0,0,0,0,true,5596,10353500,4150,3400,true
8b1a8dc1eb923279,4,76561198041683378,NiKo,ct,1,0,0,94,0,true,4128,19214200,6500,3700,true
8b1a8dc1eb923279,4,76561197996678278,TeSeS,ct,1,0,0,100,1,true,4396,14478350,4950,3600,true
8b1a8dc1eb923279,4,76561198310561479,PR,t,0,1,0,0,0,false,1546,4667050,3000,4850,false
8b1a8dc1eb923279,4,76561198316706174,Tauson,t,0,1,0,17,0,false,1607,4682250,3250,5200,false
8b1a8dc1eb923279,4,76561198074762801,m0NESY,ct,0,0,0,0,0,true,6444,7184100,5150,5700,true
8b1a8dc1eb923279,5,76561198057282432,kyxsan,ct,1,1,0,72,0,false,6079,2163600,3400,6650,true
8b1a8dc1eb923279,5,76561197996678278,TeSeS,ct,0,1,0,18,0,false,5389,2241000,3600,6550,true
8b1a8dc1eb923279,5,76561198074762801,m0NESY,ct,2,1,0,200,0,false,7640,6112400,5700,8350,true
8b1a8dc1eb923279,5,76561198316706174,Tauson,t,1,1,1,153,0,false,5040,37436800,5200,4000,false
8b1a8dc1eb923279,5,76561198041683378,NiKo,ct,2,0,1,210,0,true,5316,8864600,3700,6350,true
8b1a8dc1eb923279,5,76561198098071693,sl3nd,t,2,1,0,147,0,false,5590,39946300,5600,3600,false
8b1a8dc1eb923279,5,76561199009468655,ztr,t,0,1,0,0,0,false,4839,35885300,4950,3550,false
8b1a8dc1eb923279,5,76561198310561479,PR,t,1,1,0,100,1,false,4879,36190400,4850,3750,false
8b1a8dc1eb923279,5,76561197983956651,Magisk,ct,0,1,0,0,0,false,5434,3748500,8250,11000,true
8b1a8dc1eb923279,5,76561198034172415,REZ,t,0,1,0,0,0,false,4996,37092600,4900,3400,false
8b1a8dc1eb923279,6,76561197996678278,TeSeS,ct,1,0,0,100,1,true,5113,35578600,6550,4900,true
8b1a8dc1eb923279,6,76561198098071693,sl3nd,t,2,1,0,180,1,false,3618,12116300,3600,5800,false
