match_id,player_id,player_name,team,role,kills,deaths,assists,headshot_kills,damage,utility_damage,enemies_flashed,flash_assists,kd_ratio,kda_ratio,adr,hsp,rounds_survived,survival_rate,first_kills,first_deaths,clutches_attempted,clutches_won,multi_kill_rounds,smokes_thrown,flashes_thrown,he_thrown,molotovs_thrown,avg_cash_spent_per_round,avg_equipment_value_per_round,performance_score,won_match,kills_per_round,deaths_per_round,first_kill_rate,multi_kill_rate,smokes_per_round,flashes_per_round,utility_damage_per_round,flash_assists_per_round,clutch_success_rate,survival_rate_ratio,headshot_rate,cluster
a917efea15bd772d,76561198355739212,torzsi,"Brollan, Jimpphat, torzsi, xelex, xertioN",unknown,13,16,7,5,84.2,62,2,2,0.8125,1.25,84.22727,38.46154,7,31.818182,3,2,1,0,3,31,27,7,17,2718.182,3848.4292,111.420456,False,0.5652173913043478,0.6956521739130435,0.13043478260869565,0.13043478260869565,1.3478260869565217,1.173913043478261,2.6956521739130435,0.08695652173913043,0.0,0.31818182,0.3846154,5
a917efea15bd772d,76561198316706174,Tauson,"PR, REZ, Tauson, sl3nd, ztr",unknown,14,11,5,7,75.0,192,1,1,1.2727273,1.7272727,75.045456,50.0,11,50.0,3,4,0,0,3,30,16,31,38,2390.9092,4076.8665,128.24318,True,0.6363636363636364,0.5,0.13636363636363635,0.13636363636363635,1.3636363636363635,0.7272727272727273,8.727272727272727,0.045454545454545456,0.0,0.5,0.5,1
9149d56438b3fd23,76561198355739212,torzsi,"Brollan, Jimpphat, torzsi, xelex, xertioN",unknown,22,14,4,7,88.7,23,2,2,1.5714285,1.8571428,88.666664,31.818182,10,41.666668,1,2,3,0,5,34,24,12,23,2620.8333,5379.0747,158.84166,False,0.9166666666666666,0.5833333333333334,0.041666666666666664,0.20833333333333334,1.4166666666666667,1.0,0.9583333333333334,0.08333333333333333,0.0,0.41666668,0.31818182,1
9149d56438b3fd23,76561198316706174,Tauson,"PR, REZ, Tauson, sl3nd, ztr",unknown,14,19,5,7,61.8,41,1,1,0.7368421,1.0,61.791668,50.0,5,20.833334,2,1,0,0,4,28,29,13,23,2904.1667,3724.6926,83.14792,True,0.5833333333333334,0.7916666666666666,0.08333333333333333,0.16666666666666666,1.1666666666666667,1.2083333333333333,1.7083333333333333,0.041666666666666664,0.0,0.20833334,0.5,0
9149d56438b3fd23,76561198193174134,xertioN,"Brollan, Jimpphat, torzsi, xelex, xertioN",unknown,18,19,7,10,86.0,229,0,0,0.94736844,1.3157895,85.958336,55.555557,5,20.833334,4,4,3,1,4,28,26,14,29,2739.5833,4245.4863,146.42291,False,0.75,0.7916666666666666,0.16666666666666666,0.16666666666666666,1.1666666666666667,1.0833333333333333,9.541666666666666,0.0,0.3333333333333333,0.20833334,0.55555557,5
9149d56438b3fd23,76561198098071693,sl3nd,"PR, REZ, Tauson, sl3nd, ztr",unknown,15,16,1,6,71.2,29,0,0,0.9375,1.0,71.25,40.0,8,33.333332,4,0,1,0,3,33,33,14,19,2856.25,4545.38,97.30417,True,0.625,0.6666666666666666,0.16666666666666666,0.125,1.375,1.375,1.2083333333333333,0.0,0.0,0.33333332,0.4,5
9149d56438b3fd23,76561198855375325,Jimpphat,"Brollan, Jimpphat, torzsi, xelex, xertioN",unknown,15,17,3,11,75.1,158,0,0,0.88235295,1.0588236,75.125,73.333336,8,33.333332,0,1,2,0,4,34,17,21,27,2545.8333,4184.0923,90.33125,False,0.6,0.68,0.0,0.16,1.36,0.68,6.32,0.0,0.0,0.33333332,0.73333336,5
9149d56438b3fd23,76561198310561479,PR,"PR, REZ, Tauson, sl3nd, ztr",unknown,20,19,8,13,92.5,124,0,0,1.0526316,1.4736842,92.458336,65.0,5,20.833334,6,2,1,0,4,19,22,12,20,2916.6667,3744.557,144.30624,True,0.8333333333333334,0.7916666666666666,0.25,0.16666666666666666,0.7916666666666666,0.9166666666666666,5.166666666666667,0.0,0.0,0.20833334,0.65,5
9149d56438b3fd23,76561198138828475,Brollan,"Brollan, Jimpphat, torzsi, xelex, xertioN",unknown,16,16,7,7,65.3,24,3,3,1.0,1.4375,65.291664,43.75,8,33.333332,2,7,0,0,4,35,26,8,20,2787.5,4197.88,117.08125,False,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.16666666666666666,1.4583333333333333,1.0833333333333333,1.0,0.125,0.0,0.33333332,0.4375,4
9149d56438b3fd23,76561198998266210,xelex,"Brollan, Jimpphat, torzsi, xelex, xertioN",unknown,13,15,5,10,65.0,50,0,0,0.8666667,1.2,65.0,76.92308,9,37.5,0,3,0,0,1,16,18,12,23,2741.6667,4273.4365,70.5,False,0.5416666666666666,0.625,0.0,0.041666666666666664,0.6666666666666666,0.75,2.0833333333333335,0.0,0.0,0.375,0.7692308,0
